Date,Branch,Product,Category,Quantity,Unit_Price,Total_Sales,Salesperson
2025-03-24,Alexandria,Rice,Food,7,43.01,301.07,Kyle
2025-04-03,Alexandria,Plates,Household,4,61.17,244.68,Paul
2025-06-23,Mansoura,Juice,Beverages,7,127.85,894.9499999999999,Kimberly
2024-12-29,Cairo,Chicken,Food,6,30.3,181.8,Tina
2025-04-15,Mansoura,Towels,Household,5,122.47,612.35,Angelica
2025-02-27,Mansoura,Knives,Household,4,55.71,222.84,Courtney
2025-04-25,Alexandria,Tea,Beverages,9,42.46,382.14,Robert
2025-04-17,Mansoura,Bleach,Detergents,9,19.79,178.10999999999999,William
2025-01-25,Mansoura,Soap,Detergents,3,50.85,152.55,Rachel
2025-01-18,Tanta,Shampoo,Detergents,1,60.22,60.22,Robert
2025-01-27,Alexandria,Soap,Detergents,7,81.86,573.02,Carl
2025-03-10,Cairo,Soap,Detergents,1,18.14,18.14,Donald
2025-06-21,Tanta,Soda,Beverages,5,32.36,161.8,William
2025-02-10,Tanta,Towels,Household,4,111.97,447.88,Gary
2025-04-07,Mansoura,Soda,Beverages,2,30.98,61.96,Amber
2025-03-16,Cairo,Juice,Beverages,3,80.25,240.75,Jeffrey
2025-03-11,Mansoura,Bleach,Detergents,7,59.55,416.84999999999997,Alyssa
2025-04-25,Tanta,Towels,Household,4,128.09,512.36,Jasmine
2025-05-21,Tanta,Chicken,Food,8,78.86,630.88,Jeff
2025-01-25,Cairo,Bleach,Detergents,9,48.63,437.67,Kayla
2025-04-02,Alexandria,Rice,Food,8,25.1,200.8,Lisa
2025-05-26,Alexandria,Soap,Detergents,3,140.57,421.71,James
2025-02-18,Mansoura,Coffee,Beverages,9,82.81,745.29,Chad
2025-01-27,Tanta,Chicken,Food,4,125.71,502.84,Samantha
2025-03-15,Alexandria,Plates,Household,9,16.94,152.46,Tina
2025-05-20,Alexandria,Pasta,Food,2,139.0,278.0,Lisa
2025-03-15,Tanta,Shampoo,Detergents,8,35.07,280.56,Leslie
2025-05-11,Alexandria,Soap,Detergents,7,49.1,343.7,Christina
2025-04-21,Tanta,Beef,Food,7,63.68,445.76,Jimmy
2025-02-11,Cairo,Rice,Food,8,68.21,545.68,Laura
2025-04-30,Mansoura,Knives,Household,8,92.5,740.0,Manuel
2025-03-11,Alexandria,Soap,Detergents,7,52.06,364.42,David
2025-01-15,Cairo,Knives,Household,6,19.5,117.0,Janice
2025-05-12,Cairo,Tea,Beverages,2,145.8,291.6,Jonathan
2025-06-10,Mansoura,Tea,Beverages,4,57.43,229.72,James
2025-02-12,Cairo,Cups,Household,6,118.4,710.4000000000001,Tammy
2025-05-04,Alexandria,Pasta,Food,2,44.64,89.28,Todd
2025-02-09,Alexandria,Plates,Household,2,91.73,183.46,Kimberly
2025-06-07,Tanta,Bleach,Detergents,8,139.95,1119.6,David
2025-02-27,Mansoura,Tissue,Detergents,3,30.33,90.99,Carrie
2025-04-04,Alexandria,Pasta,Food,4,104.17,416.68,Kathy
2025-04-11,Mansoura,Cups,Household,7,61.74,432.18,Nicholas
2025-03-09,Tanta,Beef,Food,8,93.72,749.76,Shane
2025-04-06,Alexandria,Coffee,Beverages,3,92.14,276.42,Robert
2025-02-21,Mansoura,Pasta,Food,3,19.81,59.42999999999999,Christina
2025-03-30,Tanta,Pasta,Food,6,80.67,484.02,Holly
2025-01-25,Cairo,Soda,Beverages,4,50.82,203.28,Crystal
2025-02-27,Tanta,Towels,Household,6,66.03,396.18,Michael
2025-03-13,Alexandria,Water,Beverages,9,136.78,1231.02,Judith
2025-05-29,Tanta,Cheese,Food,5,97.4,487.0,Betty
2025-04-13,Alexandria,Soda,Beverages,2,81.09,162.18,Ashley
2025-05-02,Tanta,Coffee,Beverages,6,56.04,336.24,Keith
2025-03-13,Mansoura,Cheese,Food,6,104.31,625.86,Kevin
2024-12-29,Mansoura,Soda,Beverages,5,24.48,122.4,Jeremy
2025-01-16,Mansoura,Tissue,Detergents,2,24.37,48.74,Carol
2025-05-30,Mansoura,Water,Beverages,4,126.34,505.36,Melinda
2025-02-28,Alexandria,Cheese,Food,5,47.11,235.55,Jason
2025-01-05,Alexandria,Towels,Household,8,22.8,182.4,Christopher
2025-02-07,Alexandria,Chicken,Food,6,33.85,203.10000000000002,Douglas
2025-01-25,Tanta,Cups,Household,9,144.48,1300.32,Kari
2025-04-20,Alexandria,Tissue,Detergents,1,124.9,124.9,Gregory
2025-03-05,Mansoura,Cheese,Food,1,11.05,11.05,Elizabeth
2025-06-24,Tanta,Tea,Beverages,6,120.02,720.12,Maurice
2025-04-02,Tanta,Juice,Beverages,4,39.79,159.16,Austin
2025-05-17,Mansoura,Soda,Beverages,8,33.24,265.92,Erica
2025-03-26,Alexandria,Cheese,Food,9,86.31,776.79,Kristen
2025-01-25,Mansoura,Bleach,Detergents,3,144.84,434.52,Amy
2025-03-29,Cairo,Pasta,Food,6,109.99,659.9399999999999,Jacqueline
2025-06-09,Mansoura,Soap,Detergents,5,123.41,617.05,Norman
2025-04-15,Alexandria,Coffee,Beverages,8,83.73,669.84,Crystal
2025-06-22,Cairo,Juice,Beverages,5,22.94,114.7,Thomas
2025-06-06,Alexandria,Tissue,Detergents,9,73.44,660.96,Taylor
2025-01-27,Alexandria,Water,Beverages,7,61.58,431.06,David
2025-04-16,Tanta,Bleach,Detergents,6,84.63,507.78,Timothy
2025-04-02,Tanta,Cups,Household,7,101.68,711.76,Erica
2025-03-15,Mansoura,Plates,Household,3,117.74,353.21999999999997,Craig
2025-01-03,Mansoura,Shampoo,Detergents,4,77.58,310.32,Adam
2025-06-24,Cairo,Beef,Food,6,109.81,658.86,Dustin
2025-04-30,Cairo,Tea,Beverages,3,80.27,240.81,Nicole
2025-02-13,Mansoura,Plates,Household,8,57.81,462.48,Jeffery
2025-06-10,Mansoura,Shampoo,Detergents,7,40.81,285.67,Brian
2024-12-28,Alexandria,Chicken,Food,4,11.02,44.08,Michelle
2025-06-16,Tanta,Plates,Household,7,129.82,908.74,Thomas
2025-06-13,Tanta,Cheese,Food,8,14.79,118.32,Megan
2025-05-18,Alexandria,Towels,Household,3,109.45,328.35,Tom
2025-03-06,Tanta,Shampoo,Detergents,4,74.78,299.12,Kenneth
2025-02-07,Alexandria,Juice,Beverages,5,144.13,720.65,Stephanie
2025-06-08,Tanta,Coffee,Beverages,2,67.55,135.1,Christine
2025-05-06,Cairo,Pasta,Food,5,94.86,474.3,Jeffrey
2025-01-06,Alexandria,Pasta,Food,3,114.97,344.90999999999997,Kelly
2025-01-06,Mansoura,Shampoo,Detergents,2,130.34,260.68,Daniel
2025-01-13,Alexandria,Beef,Food,9,54.29,488.61,Cory
2025-03-19,Mansoura,Towels,Household,7,87.71,613.9699999999999,Elizabeth
2025-03-20,Mansoura,Soda,Beverages,5,128.0,640.0,Amy
2025-02-02,Tanta,Water,Beverages,6,17.99,107.94,Aaron
2025-03-23,Mansoura,Pasta,Food,4,96.34,385.36,April
2025-03-07,Alexandria,Soap,Detergents,6,107.03,642.1800000000001,Patrick
2025-01-05,Tanta,Tissue,Detergents,8,146.86,1174.88,Jennifer
2025-04-26,Mansoura,Tea,Beverages,6,46.03,276.18,David
2025-02-22,Tanta,Knives,Household,6,115.2,691.2,Steven
2025-06-04,Mansoura,Chicken,Food,2,94.39,188.78,David
2025-02-18,Tanta,Towels,Household,3,10.74,32.22,David
2025-05-25,Mansoura,Towels,Household,3,122.12,366.36,Shannon
2025-02-07,Mansoura,Knives,Household,8,72.35,578.8,Allison
2025-01-30,Alexandria,Tissue,Detergents,7,118.23,827.61,Anthony
2025-02-22,Mansoura,Coffee,Beverages,6,134.15,804.9000000000001,Anthony
2025-01-09,Alexandria,Rice,Food,7,95.26,666.82,Bobby
2025-01-10,Tanta,Soda,Beverages,4,128.95,515.8,Scott
2025-03-23,Alexandria,Juice,Beverages,9,39.72,357.48,Jeffrey
2025-05-11,Tanta,Shampoo,Detergents,3,109.78,329.34000000000003,Jordan
2025-04-29,Tanta,Cheese,Food,8,34.83,278.64,Debra
2025-06-02,Mansoura,Towels,Household,3,146.7,440.09999999999997,Jeffrey
2025-06-23,Cairo,Chicken,Food,1,113.21,113.21,Brian
2025-04-09,Cairo,Pasta,Food,7,74.97,524.79,Jacob
2025-05-23,Alexandria,Towels,Household,1,84.44,84.44,Raymond
2025-01-07,Mansoura,Soda,Beverages,3,22.12,66.36,Patrick
2025-05-30,Alexandria,Bleach,Detergents,6,102.68,616.08,Taylor
2025-06-19,Tanta,Plates,Household,7,22.93,160.51,Brittany
2025-05-23,Alexandria,Cheese,Food,9,88.7,798.3000000000001,Karen
2025-02-03,Tanta,Bleach,Detergents,3,10.16,30.48,Pamela
2025-03-14,Mansoura,Cheese,Food,8,34.03,272.24,Andrea
2025-02-04,Tanta,Bleach,Detergents,7,96.61,676.27,Crystal
2025-03-09,Mansoura,Coffee,Beverages,4,72.83,291.32,Joseph
2025-06-03,Mansoura,Knives,Household,4,25.26,101.04,Allen
2025-01-21,Alexandria,Soda,Beverages,3,113.96,341.88,Michelle
2025-02-10,Alexandria,Cheese,Food,2,116.22,232.44,Miguel
2025-02-12,Tanta,Beef,Food,4,36.55,146.2,Tammy
2025-06-08,Tanta,Plates,Household,6,107.41,644.46,Amanda
2025-03-19,Cairo,Juice,Beverages,3,89.78,269.34000000000003,Elizabeth
2025-05-02,Cairo,Tea,Beverages,8,23.22,185.76,Robert
2025-04-27,Alexandria,Juice,Beverages,3,105.69,317.07,John
2025-06-15,Tanta,Soap,Detergents,4,39.42,157.68,April
2025-02-07,Alexandria,Soda,Beverages,7,65.85,460.94999999999993,Sarah
2025-06-11,Tanta,Towels,Household,8,70.01,560.08,Kayla
2025-04-10,Mansoura,Plates,Household,9,146.95,1322.55,Heather
2025-06-15,Tanta,Towels,Household,6,103.43,620.58,Michael
2025-01-30,Alexandria,Tea,Beverages,3,82.56,247.68,Ryan
2025-05-29,Cairo,Soda,Beverages,4,97.11,388.44,Arthur
2025-06-22,Mansoura,Bleach,Detergents,2,79.31,158.62,Anne
2025-02-20,Tanta,Water,Beverages,1,40.95,40.95,Ian
2025-06-21,Alexandria,Soap,Detergents,3,28.82,86.46000000000001,Donald
2025-02-22,Cairo,Tea,Beverages,1,59.49,59.49,Randy
2025-01-11,Mansoura,Pasta,Food,5,37.95,189.75,Kelsey
2025-05-31,Mansoura,Towels,Household,7,27.03,189.21,Angela
2025-01-31,Tanta,Water,Beverages,1,148.96,148.96,Wendy
2025-06-15,Alexandria,Coffee,Beverages,8,50.09,400.72,Audrey
2025-01-04,Alexandria,Bleach,Detergents,7,89.19,624.3299999999999,Carrie
2025-03-19,Tanta,Cups,Household,2,141.77,283.54,Samuel
2025-06-11,Tanta,Juice,Beverages,7,20.66,144.62,Robert
2025-04-09,Tanta,Towels,Household,5,93.19,465.95,Caleb
2025-01-07,Cairo,Beef,Food,8,25.2,201.6,Wayne
2025-01-09,Tanta,Pasta,Food,8,10.77,86.16,Brittney
2025-05-28,Alexandria,Shampoo,Detergents,8,71.23,569.84,David
2025-01-06,Alexandria,Plates,Household,2,112.76,225.52,Wesley
2025-03-02,Mansoura,Bleach,Detergents,6,96.38,578.28,Jeffrey
2025-03-02,Mansoura,Shampoo,Detergents,3,19.96,59.88,Margaret
2025-03-26,Cairo,Soda,Beverages,8,124.99,999.92,Gregory
2025-03-07,Cairo,Pasta,Food,1,108.56,108.56,Michele
2025-01-29,Cairo,Juice,Beverages,1,103.76,103.76,David
2025-02-26,Alexandria,Towels,Household,9,130.89,1178.0099999999998,Eric
2025-02-21,Mansoura,Bleach,Detergents,5,139.6,698.0,Lauren
2025-06-08,Alexandria,Soap,Detergents,3,97.18,291.54,Anthony
2025-05-22,Cairo,Chicken,Food,8,65.65,525.2,Gary
2025-06-02,Tanta,Tissue,Detergents,9,93.83,844.47,Clayton
2025-04-12,Alexandria,Juice,Beverages,3,17.14,51.42,Karen
2025-06-22,Mansoura,Plates,Household,2,138.56,277.12,Julia
2025-02-09,Mansoura,Coffee,Beverages,9,120.42,1083.78,Alan
2025-05-23,Tanta,Tissue,Detergents,4,64.06,256.24,Jay
2025-04-22,Tanta,Soap,Detergents,2,39.29,78.58,James
2025-04-24,Alexandria,Plates,Household,3,91.42,274.26,Cindy
2025-01-23,Cairo,Knives,Household,6,118.0,708.0,Robert
2025-05-04,Alexandria,Juice,Beverages,4,84.44,337.76,John
2025-01-20,Tanta,Rice,Food,8,66.36,530.88,William
2025-03-22,Alexandria,Rice,Food,2,99.73,199.46,Sara
2025-03-25,Mansoura,Plates,Household,4,148.87,595.48,Lauren
2025-02-25,Mansoura,Soda,Beverages,4,42.15,168.6,Yvonne
2025-03-03,Tanta,Tissue,Detergents,6,128.82,772.92,Katherine
2025-05-02,Tanta,Plates,Household,5,21.23,106.15,Shannon
2025-02-26,Tanta,Towels,Household,4,120.87,483.48,Laura
2024-12-31,Cairo,Pasta,Food,9,93.92,845.28,Carmen
2025-06-04,Cairo,Coffee,Beverages,7,124.55,871.85,Robert
2025-01-13,Cairo,Tissue,Detergents,6,35.86,215.16,Manuel
2025-04-09,Tanta,Bleach,Detergents,6,52.83,316.98,James
2025-01-30,Cairo,Rice,Food,2,19.8,39.6,Caroline
2025-06-20,Alexandria,Juice,Beverages,6,70.05,420.29999999999995,Sheri
2025-03-04,Tanta,Cheese,Food,3,38.57,115.71000000000001,Daniel
2025-05-24,Tanta,Cups,Household,7,103.85,726.9499999999999,Shawn
2025-05-19,Alexandria,Rice,Food,7,56.7,396.90000000000003,Eric
2025-05-09,Alexandria,Pasta,Food,9,120.71,1086.3899999999999,Jacob
2025-02-03,Alexandria,Soda,Beverages,3,101.15,303.45000000000005,Ronnie
2025-06-20,Alexandria,Towels,Household,1,66.78,66.78,Austin
2025-01-13,Cairo,Towels,Household,9,94.89,854.01,Benjamin
2025-06-17,Cairo,Plates,Household,8,129.1,1032.8,Ashley
2025-04-01,Tanta,Bleach,Detergents,2,98.58,197.16,Breanna
2025-01-03,Alexandria,Cheese,Food,2,64.77,129.54,Michael
2025-03-11,Mansoura,Juice,Beverages,5,38.5,192.5,April
2025-06-28,Alexandria,Rice,Food,8,104.51,836.08,Caroline
2025-06-09,Alexandria,Juice,Beverages,1,25.13,25.13,Shannon
2025-05-05,Cairo,Tissue,Detergents,3,12.4,37.2,Courtney
2024-12-30,Cairo,Beef,Food,4,64.73,258.92,Anna
2025-05-09,Mansoura,Towels,Household,7,95.49,668.43,Victoria
2025-02-07,Tanta,Tissue,Detergents,8,64.59,516.72,John
2024-12-29,Mansoura,Shampoo,Detergents,9,109.83,988.47,Anthony
2025-04-10,Alexandria,Coffee,Beverages,5,117.0,585.0,Tammy
2025-03-03,Tanta,Bleach,Detergents,1,128.31,128.31,Richard
2025-05-10,Mansoura,Bleach,Detergents,1,49.98,49.98,Kenneth
2025-06-28,Alexandria,Plates,Household,8,52.39,419.12,James
2025-02-16,Cairo,Tea,Beverages,4,70.26,281.04,Amanda
2025-05-25,Tanta,Beef,Food,1,33.73,33.73,Julian
2025-02-12,Alexandria,Chicken,Food,8,41.4,331.2,John
2025-06-05,Tanta,Tea,Beverages,6,118.44,710.64,Nicholas
2025-02-24,Cairo,Soap,Detergents,9,56.0,504.0,Tracy
2025-01-31,Alexandria,Beef,Food,4,92.02,368.08,Wendy
2025-03-20,Alexandria,Knives,Household,3,42.08,126.24,Dylan
2024-12-28,Alexandria,Juice,Beverages,8,139.56,1116.48,James
2025-03-23,Tanta,Tissue,Detergents,9,34.57,311.13,Brian
2025-04-01,Cairo,Plates,Household,7,93.35,653.4499999999999,Dale
2025-05-25,Mansoura,Rice,Food,5,133.12,665.6,Aaron
2025-01-01,Alexandria,Juice,Beverages,2,11.06,22.12,Theresa
2025-05-02,Cairo,Cups,Household,8,102.65,821.2,Jared
2025-01-12,Cairo,Tissue,Detergents,5,89.32,446.59999999999997,Steven
2025-05-15,Alexandria,Beef,Food,1,84.46,84.46,James
2025-01-28,Tanta,Cheese,Food,9,78.58,707.22,Marc
2025-05-07,Mansoura,Juice,Beverages,7,41.19,288.33,Johnny
2025-02-28,Cairo,Shampoo,Detergents,7,138.19,967.3299999999999,Joseph
2025-03-29,Mansoura,Cheese,Food,7,77.77,544.39,Don
2025-02-06,Alexandria,Bleach,Detergents,3,32.83,98.49,Amber
2025-04-15,Cairo,Towels,Household,8,43.95,351.6,Susan
2025-03-24,Mansoura,Beef,Food,5,91.2,456.0,Nicholas
2025-05-20,Alexandria,Soda,Beverages,3,145.59,436.77,Michele
2025-01-07,Cairo,Cups,Household,6,125.77,754.62,Sandra
2025-04-02,Alexandria,Bleach,Detergents,4,126.48,505.92,Sara
2025-05-01,Mansoura,Beef,Food,8,143.96,1151.68,Jennifer
2025-01-22,Cairo,Water,Beverages,7,95.81,670.6700000000001,Michael
2025-01-22,Tanta,Shampoo,Detergents,7,123.5,864.5,Courtney
2025-06-24,Cairo,Water,Beverages,7,94.53,661.71,Allen
2025-06-01,Cairo,Bleach,Detergents,6,148.66,891.96,Raymond
2025-06-13,Tanta,Chicken,Food,6,19.81,118.85999999999999,Kyle
2025-05-11,Tanta,Beef,Food,4,146.5,586.0,Angela
2025-06-24,Alexandria,Rice,Food,5,90.45,452.25,Adam
2025-02-27,Cairo,Knives,Household,1,135.03,135.03,John
2025-03-25,Alexandria,Cups,Household,2,96.83,193.66,William
2025-03-20,Cairo,Shampoo,Detergents,1,121.78,121.78,Gary
2025-01-30,Alexandria,Water,Beverages,5,60.33,301.65,Destiny
2025-03-02,Cairo,Bleach,Detergents,9,70.78,637.02,Charles
2025-05-09,Tanta,Beef,Food,1,85.87,85.87,Tonya
2025-06-13,Alexandria,Knives,Household,3,78.23,234.69,Oscar
2025-04-22,Alexandria,Plates,Household,5,23.68,118.4,Lisa
2025-06-15,Mansoura,Beef,Food,3,123.28,369.84000000000003,Terri
2025-02-11,Alexandria,Water,Beverages,6,34.58,207.48,Katherine
2025-03-14,Mansoura,Beef,Food,1,104.62,104.62,Gabriel
2025-05-25,Mansoura,Water,Beverages,6,106.26,637.5600000000001,Brian
2025-04-24,Tanta,Tissue,Detergents,9,73.28,659.52,Breanna
2025-03-19,Alexandria,Bleach,Detergents,9,18.37,165.33,Daniel
2025-03-16,Tanta,Rice,Food,5,132.42,662.0999999999999,Aaron
2024-12-28,Tanta,Towels,Household,4,13.48,53.92,Mary
2025-02-23,Tanta,Shampoo,Detergents,8,18.06,144.48,Roy
2025-04-26,Mansoura,Cheese,Food,1,149.05,149.05,Emma
2025-02-19,Cairo,Shampoo,Detergents,5,64.93,324.65000000000003,Raymond
2025-05-05,Alexandria,Bleach,Detergents,2,25.47,50.94,Jacob
2025-01-06,Cairo,Soap,Detergents,8,99.28,794.24,Robert
2025-03-28,Tanta,Bleach,Detergents,4,37.78,151.12,Vincent
2025-04-04,Cairo,Towels,Household,9,103.05,927.4499999999999,Michael
2025-05-17,Tanta,Cups,Household,3,88.37,265.11,Stephanie
2025-03-24,Tanta,Knives,Household,1,63.66,63.66,Randy
2025-03-02,Tanta,Plates,Household,6,50.61,303.65999999999997,Sharon
2025-02-26,Mansoura,Plates,Household,6,15.33,91.98,Donald
2025-01-14,Cairo,Towels,Household,5,87.63,438.15,Paul
2025-05-23,Mansoura,Beef,Food,6,99.64,597.84,Michael
2025-01-12,Tanta,Cups,Household,6,132.96,797.76,Debra
2025-01-21,Alexandria,Soda,Beverages,6,46.92,281.52,Michelle
2025-03-27,Tanta,Soda,Beverages,3,43.89,131.67000000000002,Sara
2025-03-18,Cairo,Juice,Beverages,3,87.09,261.27,Sierra
2025-04-30,Mansoura,Rice,Food,9,88.92,800.28,Patricia
2025-04-23,Tanta,Knives,Household,1,83.49,83.49,Cory
2025-01-24,Mansoura,Towels,Household,4,140.69,562.76,Tracy
2025-01-29,Mansoura,Soap,Detergents,9,10.51,94.59,Joshua
2025-06-11,Cairo,Beef,Food,4,144.26,577.04,Jared
2025-02-24,Cairo,Tea,Beverages,7,129.88,909.16,Ellen
2025-05-14,Alexandria,Water,Beverages,6,37.79,226.74,Melissa
2025-06-26,Tanta,Cups,Household,5,123.83,619.15,Heidi
2025-06-19,Alexandria,Soda,Beverages,1,110.2,110.2,Melanie
2025-05-04,Cairo,Soda,Beverages,3,34.9,104.69999999999999,Samuel
2025-01-17,Mansoura,Tea,Beverages,1,17.33,17.33,Sara
2025-02-01,Cairo,Rice,Food,9,55.55,499.95,Angela
2025-03-17,Tanta,Cups,Household,5,110.69,553.45,Dennis
2025-06-19,Alexandria,Tea,Beverages,4,23.83,95.32,Brett
2025-05-25,Cairo,Chicken,Food,6,129.77,778.6200000000001,Linda
2025-01-29,Mansoura,Towels,Household,3,122.33,366.99,Erika
2025-03-03,Tanta,Cups,Household,8,103.59,828.72,Katherine
2025-02-20,Alexandria,Beef,Food,6,19.09,114.53999999999999,Jenna
2025-04-21,Mansoura,Cheese,Food,9,103.43,930.8700000000001,Timothy
2025-06-01,Cairo,Cheese,Food,5,108.78,543.9,Christopher
2025-01-15,Alexandria,Knives,Household,7,19.79,138.53,Stacey
2025-03-10,Tanta,Soap,Detergents,4,49.96,199.84,Kyle
2025-05-16,Mansoura,Towels,Household,9,24.44,219.96,David
2025-06-03,Tanta,Tissue,Detergents,5,69.59,347.95000000000005,Patricia
2025-04-22,Alexandria,Soap,Detergents,2,44.95,89.9,Sara
2025-03-30,Mansoura,Shampoo,Detergents,7,38.08,266.56,Erica
2025-06-01,Mansoura,Coffee,Beverages,7,137.66,963.62,Craig
2025-04-18,Mansoura,Tissue,Detergents,4,136.98,547.92,Hannah
2025-03-29,Cairo,Cups,Household,3,129.32,387.96,Ian
2025-01-18,Tanta,Chicken,Food,3,50.97,152.91,Christian
2025-01-08,Mansoura,Knives,Household,2,104.26,208.52,Mary
2025-04-16,Cairo,Soda,Beverages,7,78.33,548.31,Dana
2025-05-23,Alexandria,Soap,Detergents,3,23.46,70.38,Gina
2025-04-26,Mansoura,Bleach,Detergents,7,29.51,206.57000000000002,Lisa
2025-03-17,Tanta,Bleach,Detergents,7,117.46,822.2199999999999,Gregory
2025-04-17,Mansoura,Tissue,Detergents,1,27.18,27.18,Justin
2025-06-03,Alexandria,Knives,Household,1,48.63,48.63,Sylvia
2025-06-28,Mansoura,Tissue,Detergents,7,125.42,877.94,Heather
2025-01-17,Tanta,Tissue,Detergents,3,145.09,435.27,Nicholas
2025-03-15,Alexandria,Soap,Detergents,4,66.31,265.24,Katherine
2025-01-16,Alexandria,Cheese,Food,6,58.5,351.0,Nathan
2025-04-21,Alexandria,Cups,Household,3,34.14,102.42,Kerri
2025-05-16,Tanta,Chicken,Food,7,23.21,162.47,Molly
2025-04-07,Alexandria,Towels,Household,9,106.17,955.53,Eric
2025-02-07,Alexandria,Juice,Beverages,9,123.18,1108.6200000000001,Dominic
2025-03-06,Mansoura,Juice,Beverages,8,53.24,425.92,Brianna
2025-01-04,Alexandria,Rice,Food,4,58.19,232.76,Jonathan
2025-05-30,Alexandria,Shampoo,Detergents,9,37.92,341.28000000000003,Michelle
2025-03-04,Tanta,Cups,Household,8,101.99,815.92,Kristina
2025-01-07,Tanta,Bleach,Detergents,2,147.15,294.3,Robert
2025-01-21,Cairo,Towels,Household,4,65.36,261.44,Jennifer
2025-04-27,Cairo,Rice,Food,3,106.09,318.27,Emma
2025-04-04,Alexandria,Pasta,Food,8,90.57,724.56,Sandra
2025-03-14,Cairo,Chicken,Food,3,121.74,365.21999999999997,Sarah
2025-02-27,Mansoura,Rice,Food,4,104.28,417.12,Gary
2025-01-18,Tanta,Rice,Food,5,27.23,136.15,Barbara
2025-03-21,Cairo,Water,Beverages,2,13.73,27.46,Frank
2025-02-09,Cairo,Soda,Beverages,6,111.33,667.98,Nicholas
2025-04-21,Alexandria,Plates,Household,1,92.4,92.4,Melissa
2025-04-23,Mansoura,Knives,Household,9,39.85,358.65000000000003,Kathryn
2025-05-06,Alexandria,Cups,Household,3,31.33,93.99,Steven
2025-03-08,Alexandria,Tissue,Detergents,6,49.64,297.84000000000003,Thomas
2025-04-23,Tanta,Tissue,Detergents,4,37.18,148.72,Adam
2025-04-23,Mansoura,Plates,Household,1,138.74,138.74,Megan
2025-05-15,Mansoura,Shampoo,Detergents,1,12.53,12.53,William
2025-05-11,Mansoura,Shampoo,Detergents,4,110.73,442.92,David
2025-04-24,Alexandria,Tissue,Detergents,7,103.59,725.13,Caitlin
2025-04-20,Mansoura,Rice,Food,5,37.65,188.25,Jennifer
2025-04-11,Mansoura,Shampoo,Detergents,1,32.97,32.97,Audrey
2025-05-18,Cairo,Coffee,Beverages,1,93.08,93.08,Brian
2025-05-03,Tanta,Shampoo,Detergents,5,146.46,732.3000000000001,Elizabeth
2025-05-31,Tanta,Plates,Household,5,60.13,300.65000000000003,John
2025-02-17,Mansoura,Rice,Food,5,35.83,179.14999999999998,David
2025-02-27,Cairo,Towels,Household,8,141.06,1128.48,Antonio
2025-02-07,Alexandria,Rice,Food,2,104.22,208.44,Emily
2025-06-27,Alexandria,Shampoo,Detergents,2,134.67,269.34,James
2025-02-13,Mansoura,Rice,Food,7,73.57,514.99,Michael
2025-06-22,Tanta,Coffee,Beverages,5,66.38,331.9,Denise
2025-05-12,Alexandria,Towels,Household,8,89.58,716.64,Robert
2025-04-24,Alexandria,Pasta,Food,3,43.7,131.10000000000002,Erika
2025-02-12,Tanta,Rice,Food,4,29.76,119.04,Devin
2025-02-26,Tanta,Towels,Household,3,11.95,35.849999999999994,Kirsten
2025-03-06,Tanta,Shampoo,Detergents,5,47.8,239.0,Lee
2025-03-31,Alexandria,Shampoo,Detergents,1,119.29,119.29,Jason
2025-02-17,Mansoura,Beef,Food,1,82.48,82.48,Molly
2025-06-05,Alexandria,Cups,Household,7,114.64,802.48,Julia
2024-12-29,Mansoura,Cups,Household,4,37.94,151.76,Juan
2025-05-27,Cairo,Soap,Detergents,6,39.9,239.39999999999998,Billy
2025-06-25,Alexandria,Juice,Beverages,9,78.96,710.64,Cindy
2025-01-19,Cairo,Tissue,Detergents,4,66.68,266.72,Richard
2025-06-04,Alexandria,Cups,Household,3,30.19,90.57000000000001,Sarah
2025-04-24,Alexandria,Coffee,Beverages,2,109.51,219.02,Daniel
2025-05-21,Tanta,Tea,Beverages,8,17.18,137.44,Suzanne
2025-05-17,Alexandria,Tissue,Detergents,8,53.67,429.36,Bradley
2025-05-24,Alexandria,Water,Beverages,7,107.93,755.51,Robert
2025-05-10,Tanta,Cups,Household,2,52.01,104.02,Christina
2025-06-15,Alexandria,Juice,Beverages,7,123.39,863.73,Allison
2025-01-04,Alexandria,Soda,Beverages,5,67.38,336.9,Patricia
2025-05-07,Mansoura,Pasta,Food,1,16.8,16.8,Carolyn
2024-12-31,Tanta,Towels,Household,6,122.98,737.88,Linda
2025-05-28,Cairo,Juice,Beverages,8,67.79,542.32,Stephanie
2025-03-25,Tanta,Tissue,Detergents,2,81.55,163.1,Laura
2025-05-16,Alexandria,Cups,Household,7,60.67,424.69,Lisa
2025-01-21,Tanta,Plates,Household,8,93.06,744.48,Jason
2024-12-28,Mansoura,Water,Beverages,7,95.07,665.49,Tiffany
2025-02-27,Mansoura,Cups,Household,3,117.44,352.32,Robin
2025-04-11,Cairo,Cups,Household,7,81.48,570.36,Donald
2025-06-11,Mansoura,Soda,Beverages,3,121.95,365.85,Timothy
2025-03-08,Cairo,Chicken,Food,1,55.38,55.38,Maria
2025-03-07,Mansoura,Plates,Household,3,105.76,317.28000000000003,Tara
2025-01-21,Tanta,Shampoo,Detergents,6,87.9,527.4000000000001,Nicole
2025-04-05,Tanta,Tea,Beverages,1,60.61,60.61,Victoria
2025-03-31,Cairo,Cheese,Food,8,124.78,998.24,Alexander
2025-06-06,Alexandria,Cups,Household,4,79.86,319.44,Thomas
